titulo,precio,rating,categoria,en_stock,autores,descripcion
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,Default,1,Autor Desconocido,Sin descripción
Siddhartha,34.22,5,Fiction,1,Hermann Hesse,"Esta novela cuenta la historia de Siddhartha, un joven brahman (los brahmanes son los sacerdotes, la casta mas importante de la India) en busca de la verdad y la sabiduria. Pero Siddhartha no se conforma con seguir las doctrinas establecidas ya por otros, desde bien joven el siente que necesita seguir su propio camino, pero como todavia no existe, tendra que crearlo el mismo. En esta busqueda espiritual, Siddhartha atraviesa por varias etapas. Primero, como ya he dicho, es hijo de un brahman res..."
Black Dust,34.53,5,Romance,1,Nathaniel Hawthorne,Sin descripción
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,5,Sequential Art,1,Tite Kubo,"Part-time student, full-time Soul Reaper, Ichigo is one of the chosen few guardians of the afterlife. Ichigo Kurosaki never asked for the ability to see ghosts—he was born with the gift. When his family is attacked by a Hollow—a malevolent lost soul—Ichigo becomes a Soul Reaper, dedicating his life to protecting the innocent and helping the tortured spirits themselves find peace. Find out why Tite Kubo’s Bleach has become an international manga smash-hit! Ichigo Kurosaki has always been able to ..."
Rip it Up and Start Again,35.02,5,Music,1,Simon Reynolds,"A landmark history of post-punk, the basis of the documentary film directed by Nikolaos Katranis Renowned music journalist Simon Reynolds celebrates the futurist spirit of such bands as Joy Division, Gang of Four, Talking Heads, and Devo, which resulted in endless innovations in music, lyrics, performance, and style and continued into the early eighties with the video-savvy synth-pop of groups such as Human League, Depeche Mode, and Soft Cell, whose success coincided with the rise of MTV. Full o..."
Breaking Dawn (Twilight #4),35.28,5,Default,1,Stephenie MEYER,Sin descripción
The Darkest Lie,35.35,5,Young Adult,1,Gena Showalter,"In this riveting new installment of New York Times bestselling author Gena Showalter’s Lords of the Underworld series, Gideon, keeper of the Demon of Lies, fights to uncover the truth… Forced to his knees in agony whenever he speaks the truth, Gideon can recognize any lie—until he captures Scarlet, a demon-possessed immortal who claims to be his long-lost wife. He doesn’t remember the beautiful female, much less wedding—or bedding—her. But he wants to...almost as much as he wants her. But Scarle..."
Dracula the Un-Dead,35.63,5,Horror,1,"Dacre Stoker, Ian Holt","From the international bestselling author of Dracul comes the authoritative sequel to Bram Stoker’s original horror classic. London, 1912. A quarter of a century after Count Dracula “crumbled into dust,” Quincey Harker—the son of Jonathan and Mina Harker—leaves law school to pursue a career on stage, only to stumble upon the troubled production of Dracula, directed and produced by Bram Stoker himself. As the play plunges Quincey into the world of his parents' terrible secrets, death begins to st..."
The Red Tent,35.66,5,Historical Fiction,1,Anita Diamant,Sin descripción
Join,35.67,5,Science Fiction,1,"Santiago Ochoa, Savina Collins",A team helps each other. A team works together. A team communicates. Find out how to be a team player. Paired to the fiction title My Favorite Sport.
The Hook Up (Game On #1),36.29,5,New Adult,1,Autor Desconocido,Sin descripción
My Life Next Door (My Life Next Door ),36.39,5,Young Adult,1,Huntley Fitzpatrick,"Addictive first love romance at its very best. Perfect for YA fans of Jenny Han, Emily Henry and Colleen Hoover."
Annie on My Mind,36.83,5,Young Adult,1,Nancy Garden,"Cuando Liza conoce a Annie en un museo de Nueva York, no sabe qué pensar de esa chica tan extraña a la que le gusta cantar, las leyendas artúricas y las plantas... pero sabe que se siente muy cerca de ella. La amistad entre Liza y Annie pronto se convertirá en algo muy, muy especial, pero también extraordinariamente complicado. El libro Annie en mis pensamientos ( Annie On My Mind), de Nancy Garden, es un clásico en la ficción juvenil lésbica. Narra la historia de amor de dos chicas muy diferent..."
Psycho: Sanitarium (Psycho #1.5),36.97,5,Horror,1,Chet Williamson,"The legendary Norman Bates returns The original Psycho novel by Robert Bloch was published in 1959 and became an instant hit, leading to the classic Alfred Hitchcock film a year later. Norman Bates's terrifying story has been seared in the public consciousness ever since. It took Bloch 23 years to write another Psycho novel, revealing that Norman had been in a mental institution the entire time. But what happened in that asylum during those two decades? Until now, no one has known. It's 1960. No..."
Good in Bed (Cannie Shapiro #1),37.05,5,Add a comment,1,Jennifer Weiner,"#1 ""New York Times ""bestselling author Jennifer Weiner brings to life an irresistibly funny and relatable heroine in the novel ""The Boston Globe ""called ""funny, fanciful, extremely poignant, and rich with insight."" For twenty-eight years, things have been tripping along nicely for Cannie Shapiro. Sure, her mother has come charging out of the closet, and her father has long since dropped out of her world. But she loves her friends, her rat terrier, Nifkin, and her job as pop culture reporter for ..."
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,5,Food and Drink,1,Rosanna Pansino,"The Nerdy Nummies Cookbook is quirky, charming and fun, featuring the recipes behind Rosanna Pansino's celebrated, one-of-a-kind creations, as well as beautiful, mouthwatering photographs throughout. It is the perfect companion that you'll turn to whenever you want to whip up a delicious treat and be entertained all at once. And best of all, these treats are as simple as they are fun to make! No need for costly tools or baking classes to create these marvelous delights yourself. The Nerdy Nummie..."
The Song of Achilles,37.4,5,Add a comment,1,Madeline Miller,"A breathtakingly original rendering of the Trojan War - a devastating love story and a tale of gods and kings, immortal fame and the human heart"
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,5,Fantasy,1,Rick Riordan,"Join Percy Jackson, Annabeth Chase and Carter and Sadie Kane as they do battle with an ancient Egyptian magician determined to become a god. Against impossible odds, the four demigods and magicians team up to prevent the apocalypse. Contains the short stories The Son of Sobek, The Staff of Serapis and The Crown of Ptolemy, together in one volume for the first time. Plus, read an exciting extract from The Sword of Summer, the first book in Rick Riordan's latest series, Magnus Chase and the Gods o..."
Gone Girl,37.6,5,Default,1,Gillian Flynn,"THE ADDICTIVE No.1 BESTSELLER AND INTERNATIONAL PHENOMENON OVER 20 MILLION COPIES SOLD WORLDWIDE THE BOOK THAT DEFINES PSYCHOLOGICAL THRILLER Who are you? What have we done to each other? These are the questions Nick Dunne finds himself asking on the morning of his fifth wedding anniversary, when his wife Amy suddenly disappears. The police suspect Nick. Amy's friends reveal that she was afraid of him, that she kept secrets from him. He swears it isn't true. A police examination of his computer ..."
Done Rubbed Out (Reightman & Bailey #1),37.72,5,Default,1,Autor Desconocido,Sin descripción
If I Stay (If I Stay #1),38.13,5,Default,1,Nicole Young,"Professional renovator Tish Amble decided long ago that staying in one place is about as exciting as peeling wallpaper from plaster. So before the paint in each newly transformed home is dry, Tish is researching her next move. This time she chooses a small town in Michigan with a dilapidated Victorian that challenges her imagination. But Tish's idyllic small-town dream fizzles when she finds more in the creepy basement than what was revealed on the seller's disclosure-what looks like traces of f..."
Jane Eyre,38.43,5,Default,1,Charlotte Brontë,"This Top Five Classics illustrated edition of Jane Eyre includes: • 26 color and black-and-white illustrations by Edmund Dulac and M.V. Wheelhouse • Translations of passages in French and German (in linked footnotes at the ends of chapters) • Complete, unabridged text of the original novel • An informative introduction and detailed author bio In the fall of 1847, three debut novels from Currer, Ellis, and Acton Bell (Charlotte, Emily, and Anne Brontë )—Jane Eyre, Wuthering Heights, and Agnes Gre..."
The Artist's Way: A Spiritual Path to Higher Creativity,38.49,5,Nonfiction,1,Julia Cameron,"""With its gentle affirmations, inspirational quotes, fill-in-the-blank lists and tasks — write yourself a thank-you letter, describe yourself at 80, for example — The Artist’s Way proposes an egalitarian view of creativity: Everyone’s got it.""—The New York Times ""Morning Pages have become a household name, a shorthand for unlocking your creative potential""—Vogue Over four million copies sold! Since its first publication, The Artist's Way phenomena has inspired the genius of Elizabeth Gilbert and..."
